Company_Name,Description,Website,Logo_URL
Rune,DC data center for solar and wind.,https://startups.gallery/companies/rune,https://framerusercontent.com/images/8VLVnlScPzmSOyBIxHkiaS3fcsY.webp?width=1200&height=631
Stash,Your direct-to-player platform.,https://startups.gallery/companies/stash,https://framerusercontent.com/images/IxrhfubenL19ShpJbFOZNciVg.webp?width=2400&height=1260
San Francisco Compute Company,"Rentable, large, low-cost pre-training clusters.",https://startups.gallery/companies/sfcompute,https://framerusercontent.com/images/5xMiUW71lDhBX7cLwXhg7RohF4.jpeg?width=4096&height=2409
Astromech,Navigating the code of life.,https://startups.gallery/companies/astromech,https://framerusercontent.com/images/dUNfyRoxROGKCyjjjnoiE04ew.png?width=2060&height=1330
Aurasell,AI-native CRM.,https://startups.gallery/companies/aurasell,https://framerusercontent.com/images/diUolOsaE2ZhXaXFfJ1xphGGqeM.jpg?width=2880&height=1620
Langfuse,Open source LLM engineering platform.,https://startups.gallery/companies/langfuse,https://framerusercontent.com/images/Id9fn8RVvmjyhNLkB6PSqH34pmE.png?width=3000&height=1500
Resolve AI,AI production engineer.,https://startups.gallery/companies/resolve-ai,https://framerusercontent.com/images/q0FtcfUP5ajZo8bG4gW8Wuh8slk.jpg?width=2400&height=1260
Artificial Societies,AI simulations of societies.,https://startups.gallery/companies/artificial-societies,https://framerusercontent.com/images/vJTvS59RCm03HNujybviZMqFk.png?width=1200&height=600
Conifer,The powertrain of the future.,https://startups.gallery/companies/conifer,https://framerusercontent.com/images/9mVwDiLvnXISdEkSoYhSdgV9fNk.png?width=1920&height=1080
Efficient Computer,General purpose computer processing.,https://startups.gallery/companies/efficient-computer,https://framerusercontent.com/images/Q2dfCNc60ytFTkWP80dGdcAd9g.png?width=1498&height=1216
Syenta,High-performance semiconductor chips.,https://startups.gallery/companies/syenta,https://framerusercontent.com/images/hO2Wb2qopnkEDREXfLfHQPPGs.png?width=4430&height=2490
Invert,Modern software for bioprocess data.,https://startups.gallery/companies/invert-bio,https://framerusercontent.com/images/bK4Prs9b7gvWVWeW0CuiUTNWQ8s.png?width=1200&height=630
Oway,Uber for freight.,https://startups.gallery/companies/oway,https://framerusercontent.com/images/QtfWPBrnC9Fj4To7fLy65Wrn1c.jpeg?width=800&height=450
Coframe,Bringing user experiences to life.,https://startups.gallery/companies/coframe,https://framerusercontent.com/images/lPzglwraGqbLP4Ghrm7bfR7UKw.webp?width=2400&height=1252
Definite,All-in-one analytics.,https://startups.gallery/companies/definite,https://framerusercontent.com/images/nzOcg1RQPuKPraceUYusayLCs.png?width=1200&height=630
Instant,A modern Firebase.,https://startups.gallery/companies/instant,https://framerusercontent.com/images/AqtNOUEdM4v34CrfklZy6grqw.png?width=2476&height=1404
Folk,All-in-one CRM for startups.,https://startups.gallery/companies/folk,https://framerusercontent.com/images/2oPdiENTtvV1W8WkG3Ys6tE.webp?width=3180&height=1670
Wordware,AI Agent orchestration platform.,https://startups.gallery/companies/wordware,https://framerusercontent.com/images/txCwFOe2N9uERgxu8hw9Pifew4.jpg?width=1200&height=630
Dub,The modern link attribution platform.,https://startups.gallery/companies/dub-co,https://framerusercontent.com/images/Cfa8BEsLQBZxVK3IyZRJ71ehwYE.jpg?width=2400&height=1260
Mail0,AI native email client.,https://startups.gallery/companies/mail0,https://framerusercontent.com/images/JuQksowttGSUiiG2odFa7lkWN7Y.png?width=1004&height=556
Payman,The future of AI to human payments.,https://startups.gallery/companies/payman,https://framerusercontent.com/images/dEjxSJkkMsz69PELeVZnO2g0.jpeg?width=1200&height=630
Stacks,Financial close. Reimagined.,https://startups.gallery/companies/stacks,https://framerusercontent.com/images/3vyOEkC0ZoVvgIItis74NWL4iyw.jpeg?width=1200&height=630
Pipedream,Making delivery feel like teleportation.,https://startups.gallery/companies/pipedream,https://framerusercontent.com/images/0MEsaRfb3FvQKRRtCkj6fisPyUw.jpeg?width=1500&height=500
Paradigm,Agentic spreadsheets.,https://startups.gallery/companies/paradigm,https://framerusercontent.com/images/7VDWXjvP4j4t6IO4eCjPF7jB68.jpeg?width=1500&height=500
Chronicle,Cursor for slides.,https://startups.gallery/companies/chronicle,https://framerusercontent.com/images/dTEJUi9pif7QFUN2NjFz5mVPs.jpg?width=3840&height=2160
Julius,AI data scientist.,https://startups.gallery/companies/julius-ai,https://framerusercontent.com/images/R7rW1MPLlPBFd4smKW5iblWZdrQ.png?width=1200&height=630
Alta,Your personal AI stylist.,https://startups.gallery/companies/alta,https://framerusercontent.com/images/IesiNL9z7nx18UKJTg1FjQQ3kg.png?width=3600&height=1890
Town,Your small business’s tax department.,https://startups.gallery/companies/town,https://framerusercontent.com/images/EfqiH6zG2yWUDWzZQWgQ5YIwM4k.jpeg?width=1200&height=630
Veris AI,Training ground for enterprise AI agents.,https://startups.gallery/companies/veris-ai,https://framerusercontent.com/images/I1ShKVICV1meNszXkLdHSsPIdrI.png?width=2400&height=1260
Liveblocks,Ready-made AI copilots.,https://startups.gallery/companies/liveblocks,https://framerusercontent.com/images/ceZ0aDRszwbnqdbbTx320bpp7Q.png?width=2400&height=1260
Upstash,Serverless data platform.,https://startups.gallery/companies/upstash,https://framerusercontent.com/images/HicmF6Xzb1ineyyq3ADN4lcV2Cg.jpg?width=1760&height=920
Eternal,Longevity care for athletes.,https://startups.gallery/companies/eternal,https://framerusercontent.com/images/VU1klejKhVrC0uGWSvqwAj3Aqc.png?width=1200&height=630
Hyperline,The new standard for revenue management.,https://startups.gallery/companies/hyperline,https://framerusercontent.com/images/mzFAUaQLZ6vkrAld8iOZCEPb4.jpg?width=1200&height=630
Instill AI,Your trusted AI knowledge agent.,https://startups.gallery/companies/instill-ai,https://framerusercontent.com/images/GPNhBUIX85dzZ1Ey3t7Q7Fa2U4.jpeg?width=2400&height=1350
Nexad,Native ads system for the AI era.,https://startups.gallery/companies/nexad,https://framerusercontent.com/images/WeMVehilmNwjH4s7yfBMflmHMI.png?width=3840&height=2160
Voiceops,Make every conversation count.,https://startups.gallery/companies/voiceops,https://framerusercontent.com/images/0Sm6O9tqWZD5W5sPcAf27XjtQ.png?width=1200&height=630
Adfin,The best way to get bills paid.,https://startups.gallery/companies/adfin,https://framerusercontent.com/images/BNB67hx9eBnP2HO6tc2SbeWP8I8.png?width=1200&height=630
Roadway,End-to-end attribution.,https://startups.gallery/companies/roadway,https://framerusercontent.com/images/Pm0Ea2v76cak9iKVd1WR6S4JnBM.jpeg?width=1200&height=630
Caro,Collaborative headcount and workforce planning.,https://startups.gallery/companies/caro,https://framerusercontent.com/images/gEnROwWVU2SfzA9IJbQi8Wzixk.png?width=1200&height=630
Clay,A home for your people.,https://startups.gallery/companies/clay,https://framerusercontent.com/images/UiWSh7l5nTQ29SB8wcNNMOAThnI.jpg?width=1200&height=628
Cortical Labs,Lab-grown neurons with silicon chips.,https://startups.gallery/companies/cortical-labs,https://framerusercontent.com/images/A2pcYDlNIRyFcAwwDIOed4bk3d4.png?width=1200&height=630
Native,A global broker for digital assets.,https://startups.gallery/companies/native-insurance,https://framerusercontent.com/images/AddAiBF7DusdA35i4gCTEv7YQ.png?width=1200&height=628
Radical AI,aAccelerating materials R&D.,https://startups.gallery/companies/radical-ai,https://framerusercontent.com/images/efslVcr0ROdiek53FEEkG2bXv0.jpeg?width=1500&height=500
Taxwire,Global sales tax compliance solved.,https://startups.gallery/companies/taxwire,https://framerusercontent.com/images/sigvPOnCFZYHsAHpKphb2GzTyTw.png?width=1259&height=630
Loops,Better email for SaaS companies.,https://startups.gallery/companies/loops,https://framerusercontent.com/images/MshfQGnoELJGOdKwPoKq45zA.png?width=3840&height=2160
Orchid,Helping couples have healthy babies.,https://startups.gallery/companies/orchid,https://framerusercontent.com/images/P4inoMtfoakrN7kRQQa46GIS5eI.png?width=2000&height=1051
/dev/agents,Next-gen operating system for AI agents.,https://startups.gallery/companies/dev-agents,https://framerusercontent.com/images/AhKukjtOrT8aL0gEGnlEqhj5xc.png?width=1920&height=1006
Ceramic,Redefining AI infrastructure.,https://startups.gallery/companies/ceramic,https://framerusercontent.com/images/zdHJ5wDKo4K2WwSUzHRWpxmOk.jpeg?width=1500&height=500
Yellow,3D modeling platform.,https://startups.gallery/companies/yellow3d,https://framerusercontent.com/images/e5FeRqSpkte3Hv2LddhRQbx7s.jpeg?width=1500&height=500
Layer,Embedded accounting for SMB platforms.,https://startups.gallery/companies/layer-financial,https://framerusercontent.com/images/NNpEFcpGSepXPYWOhTObVl62KzM.png?width=1200&height=630
Spur,Don't make your users QA your product.,https://startups.gallery/companies/spur,https://framerusercontent.com/images/RO87psvHi1XgvNFpkNPosUoFfzs.jpeg?width=1280&height=720
Nile,PostgreSQL reengineered for multi-tenant apps.,https://startups.gallery/companies/nile,https://framerusercontent.com/images/s1NpElRWAQxSSpMVVGHwo6xZ9s.jpg?width=1200&height=630
Genesis AI,A generalist robotics company.,https://startups.gallery/companies/genesis-ai,https://framerusercontent.com/images/5bLQ0z5FqdZ5WbdQWzXTDyunhA0.webp?width=1280&height=720
Mura,Invisible AI for field service back offices.,https://startups.gallery/companies/mura,https://framerusercontent.com/images/GTkbbUo08pvF6tvEgqMF4UGiY0.webp?width=1200&height=630
Tank Payments,The neobank built for trucking businesses.,https://startups.gallery/companies/tank-payments,https://framerusercontent.com/images/XGw91FiqPeRGN2cEZiPM77Weqo.jpg?width=3990&height=2100
Tola,Create beautiful invoices.,https://startups.gallery/companies/tola,https://framerusercontent.com/images/NYDDojJTZbaAq6S6r4lhZAkMbA.jpg?width=2400&height=1600
Superlinked,Turn complex data into vector embeddings.,https://startups.gallery/companies/superlinked,https://framerusercontent.com/images/B5q80n9STyDJ1qwxPRaaZ2DFhc.jpg?width=1200&height=630
Amie,The joyful productivity app.,https://startups.gallery/companies/amie,https://framerusercontent.com/images/ujc3pcuYUynvZ3bzcaOGfYK0WUY.png?width=1728&height=1117
Astral,Next-gen Python tooling.,https://startups.gallery/companies/astral,https://framerusercontent.com/images/ivWb2zDtygjDJlYji954hHSqS8.png?width=2240&height=1256
Day.ai,Reimagining CRM for the AI age.,https://startups.gallery/companies/day-ai,https://framerusercontent.com/images/VNf3dD7gEQo25epCgJw1D61fXLg.webp?width=1361&height=783
Superlist,Stay on top of everything.,https://startups.gallery/companies/superlist,https://framerusercontent.com/images/BrmX8EPVB6399HkHrKWO80UuGCs.jpeg?width=1200&height=630
Infinite Machine,Non-cars for the future.,https://startups.gallery/companies/infinite-machine,https://framerusercontent.com/images/KgvVFdH9DekuipsuDoyT2orESM.jpeg?width=1500&height=500
Finofo,Software for FX risk management.,https://startups.gallery/companies/finofo,https://framerusercontent.com/images/74y0clqsRHDyUj8QJQiTJU8yzc.webp?width=2400&height=1260
Outverse,Clear your support bottlenecks with AI.,https://startups.gallery/companies/outverse,https://framerusercontent.com/images/C9KuOBbzpWe72Z1srt2a6IiAFvk.jpeg?width=2880&height=1301
ai.work,Autonomous AI workforce.,https://startups.gallery/companies/ai-work,https://framerusercontent.com/images/mSYrARefl5UpSdyQoKTFdkkIlU.png?width=1200&height=630
Traceloop,Know what your LLM is doing.,https://startups.gallery/companies/traceloop,https://framerusercontent.com/images/uz6R8gDFcp0ThbYPw4vVtRyHick.png?width=1942&height=1126
Beacons,All-in-one business platform for creators.,https://startups.gallery/companies/beacons,https://framerusercontent.com/images/dvfn009v1LYiBHy2zYF5kDnfOmg.png?width=1400&height=729
Mainframe,Generative computing.,https://startups.gallery/companies/mainframe,https://framerusercontent.com/images/ix6aewLZmLWhckMWOjWZLztgFUk.png?width=1200&height=630
Siena AI,AI-powered CX platform.,https://startups.gallery/companies/siena-ai,https://framerusercontent.com/images/IaHaanDInBgrvAno7JUDV4ZwggU.webp?width=1200&height=630
Catena Labs,Building an AI-native bank.,https://startups.gallery/companies/catena-labs,https://framerusercontent.com/images/ZaXcJ0dfhpaivcqj0suQ7VfJ4.jpeg?width=1500&height=500
Optura,AI orchestration platform for healthcare.,https://startups.gallery/companies/optura,https://framerusercontent.com/images/UjUPPEi3bZ0jKUrE0UgmERIAQ.png?width=1280&height=720
Daytona,Dev environment manager.,https://startups.gallery/companies/daytona,https://framerusercontent.com/images/dbk8NXJZTDaQmlzEzM3pI1y98.png?width=1248&height=628
Cartwheel,Simplifying 3D animation.,https://startups.gallery/companies/cartwheel,https://framerusercontent.com/images/DgbeVbpccFIPS7P1cEFwEzugU0.jpeg?width=1500&height=500
Doji,A fun new way to shop for fashion online.,https://startups.gallery/companies/doji,https://framerusercontent.com/images/4VRMcaq7eBKiXdwrnfUGCCYdawE.jpeg?width=1200&height=630
Sent,Unified API for messaging.,https://startups.gallery/companies/sent,https://framerusercontent.com/images/iXF9bXcDMi9qBgvmmG0tuY3QWo.png?width=1200&height=630
Adopt AI,The agentic experience for your application.,https://startups.gallery/companies/adopt-ai,https://framerusercontent.com/images/afMHzVLXMHPBzI1io5rc7gfNik.png?width=1200&height=630
Proof of Play,Crafting decentralized game universes.,https://startups.gallery/companies/proof-of-play,https://framerusercontent.com/images/530SWgxElThOSlhnOOuqVOSNkPE.jpeg?width=1500&height=500
Buster,The open-source AI data analyst.,https://startups.gallery/companies/buster,https://framerusercontent.com/images/hQQyi8c2HxsYV3Kjyay2dzqzU.png?width=1200&height=630
Adaptive Computer,Building a computer that's actually personal.,https://startups.gallery/companies/adaptive-computer,https://framerusercontent.com/images/09i4cebo0W4XxoOM42h3AHixluo.jpeg?width=1500&height=500
Tella,Screen recording for entrepreneurs.,https://startups.gallery/companies/tella,https://framerusercontent.com/images/x8yZBzWxVjE1JaDkfDxQyYTMg.jpg?width=1920&height=1080
Riza,AI writes code. Riza runs it.,https://startups.gallery/companies/riza,https://framerusercontent.com/images/mFfIaBTbtbzFhAlUpycZBpvHOQ0.png?width=1332&height=690
HoneyHive,Modern AI observability and evaluation.,https://startups.gallery/companies/honeyhive,https://framerusercontent.com/images/zz2bfc69S9hmQQQkwUuxPEcy66s.png?width=2400&height=1260
Pythagora,Build internal tools with AI.,https://startups.gallery/companies/pythagora,https://framerusercontent.com/images/guNOwehrtiWFiL8SwT84Eg5d5ak.jpg?width=2000&height=1050
Plural,Kubernetes made simple.,https://startups.gallery/companies/plural,https://framerusercontent.com/images/JjfiT2h8oHhiOcuuEUf19aPQ.png?width=1600&height=900
InHouse,The marketplace for your space.,https://startups.gallery/companies/inhouse,https://framerusercontent.com/images/657FyoWQp825Z2MNdgYOnh7io.png?width=2518&height=1630
Browser Use,Open-source web agents.,https://startups.gallery/companies/browser-use,https://framerusercontent.com/images/raT55P8ay4NORKysx7K4R3lW2Y.jpeg?width=1500&height=500
Kive,Creative AI agents platform.,https://startups.gallery/companies/kive,https://framerusercontent.com/images/YbKdfyUlOfC8WgStFq1wQ7P23Gs.jpeg?width=3600&height=1890
1Money,Layer 1 protocol for stablecoin payments.,https://startups.gallery/companies/1money,https://framerusercontent.com/images/fLFv1XK56DyERV6DD5DkeVL6HJQ.png?width=1200&height=628
Fizz,Student debit card that builds credit.,https://startups.gallery/companies/fizz,https://framerusercontent.com/images/R2HTGuu7UXnNlvDYhcAUA3Mqbxs.png?width=1200&height=630
Third Dimension AI,3D generative AI platform.,https://startups.gallery/companies/third-dimension-ai,https://framerusercontent.com/images/ItORCcj9co4lYkMNHYO0XtEv78.jpg?width=1024&height=560
Gym Class,Play basketball in VR.,https://startups.gallery/companies/gym-class,https://framerusercontent.com/images/J6W29xFcaueR2PKXU6yZYVqJe58.png?width=2560&height=1440
The Nmbr Company,Embedded payroll software provider.,https://startups.gallery/companies/the-nmbr-company,https://framerusercontent.com/images/3KdSPZHGOS7TbVReQgGDhFfJ6MY.jpeg?width=914&height=360
juna.ai,AI agents for factories.,https://startups.gallery/companies/juna-ai,https://framerusercontent.com/images/q1P43QlOR7SxulNDsTElDYEse8.jpeg?width=1280&height=502
Luma,Host delightful events online.,https://startups.gallery/companies/luma,https://framerusercontent.com/images/jjVzGu2ZQo6Mlejpxm6oLt9aW0.png?width=2400&height=1256
Reworkd,Web-scraping AI agents.,https://startups.gallery/companies/reworkd,https://framerusercontent.com/images/PS1h38Gssbo5mksyml9UNes2Gl0.png?width=1200&height=630
Era,Building AI for your money.,https://startups.gallery/companies/era,https://framerusercontent.com/images/W7lQesJ9ZhE341H6Flxxg1MiNHA.png?width=1200&height=630
Index,Modern planning for product management.,https://startups.gallery/companies/index-planning,https://framerusercontent.com/images/VMfeMnUGKvsegDRRRRRr2Za7cc.png?width=2400&height=1260
Response,"Centralize orders, control spend.",https://startups.gallery/companies/response,https://framerusercontent.com/images/1Z8x2OknsRKwAMxkk6nfQ6DZdE.jpg?width=2400&height=1260
Default,Inbound orchestration platform.,https://startups.gallery/companies/default,https://framerusercontent.com/images/V8evrr3mjRJHgkCfhOAE86BLLcY.png?width=1200&height=630
Pin,AI-powered recruitment platform.,https://startups.gallery/companies/pindotcom,https://framerusercontent.com/images/lhqRb6kcOBwQuH7fRtcncetJsM.jpg?width=1920&height=1080
Navattic,Create interactive product demos.,https://startups.gallery/companies/navattic,https://framerusercontent.com/images/TFw5e0iaXJsR6ZT9GtJ8w8ar0k.png?width=1200&height=630
Kula,Modern all-in-one ATS with native AI.,https://startups.gallery/companies/kula,https://framerusercontent.com/images/CfNad7gsI6jBOad4GaaO7dsDx4.png?width=2400&height=1260
Boardy,AI super connector.,https://startups.gallery/companies/boardy,https://framerusercontent.com/images/621COZTl0ih1FwpRDhSaGh1egg8.jpg?width=1440&height=770
Positron,Energy-efficient AI chips.,https://startups.gallery/companies/positron,https://framerusercontent.com/images/WVJ37BHtttKY4gUts1uzj1WkZX4.png?width=1800&height=963
Tempest,Enterprise-grade developer platform.,https://startups.gallery/companies/tempest,https://framerusercontent.com/images/3iEtzDrJNPCZ99MkOO1lrfoh1s.webp?width=1200&height=630
Layercode,Platform for building LLM-powered products.,https://startups.gallery/companies/layercode,https://framerusercontent.com/images/feT8fDhxqdPsKZNyXmw1k7FIKd4.png?width=2400&height=1260
Sequence,Figma for video production.,https://startups.gallery/companies/sequence-film,https://framerusercontent.com/images/vE6a6bkjJVmiZBysNaWb52etY0E.webp?width=3840&height=2496
Pyn,Employee journey mapping tool.,https://startups.gallery/companies/pyn,https://framerusercontent.com/images/qL5U4Ek7Uxi47UqqDuc1VZvAGw.jpeg?width=1200&height=630
Rapider AI,No-code app development platform.,https://startups.gallery/companies/rapider-ai,https://framerusercontent.com/images/5vHx5zZc4b8clLv8ELYXPp4.webp?width=1024&height=768
Cake AI,Open-source AI infrastructure platform,https://startups.gallery/companies/cake-ai,https://framerusercontent.com/images/je6DvpehOacnY3bYJ585jiNQhIQ.png?width=1200&height=630
Wand,AI-powered creative canvas.,https://startups.gallery/companies/wand,https://framerusercontent.com/images/LdBci5ueGdTEvmOW0c2UyilMOFc.png?width=2590&height=1564
Count,Figma for data teams.,https://startups.gallery/companies/count,https://framerusercontent.com/images/Vwc8uUTicy4bZbUHX7scb82drg.jpeg?width=800&height=420
Acctual,Pay bills in crypto.,https://startups.gallery/companies/acctual,https://framerusercontent.com/images/04XYTDdkUnKcsn0Nk73ze5yG6qM.webp?width=2400&height=1260
Fixie,An automation platform for large language models.,https://startups.gallery/companies/fixie,https://framerusercontent.com/images/5GhrDKiNHT5tO2693OmzxzhVlU.webp?width=600&height=400
Parrot Finance,Social investing platform for Gen Z.,https://startups.gallery/companies/parrot-finance,https://framerusercontent.com/images/X5rxc3kPiQYZYDV5EzjzmrWY3w.webp?width=1200&height=630
Eraser,AI co-pilot ‍for technical design.,https://startups.gallery/companies/eraser,https://framerusercontent.com/images/1QZ5zhDu7x1y5an1xhMBDAY9uc.jpeg?width=1201&height=630
