Company_Name,Description,Website,Logo_URL
Flare,Threat exposure management platform.,https://startups.gallery/companies/flare,https://framerusercontent.com/images/DfOEHjfHaLuBh10xaPpgU0Ucfw.png?width=900&height=507
Cometeer,Flash-frozen coffee capsules.,https://startups.gallery/companies/cometeer,https://framerusercontent.com/images/EvCciStwXwmfCHRjaB6rAboPiE.jpg?width=1199&height=600
Juro,AI-enabled contract automation platform.,https://startups.gallery/companies/juro,https://framerusercontent.com/images/LgnwPFSSlYRjCGhvVUUdND99M4M.jpeg?width=1407&height=677
Duffel,Sell travel without complexity.,https://startups.gallery/companies/duffel,https://framerusercontent.com/images/iRzTxNzvMxmzHwho3XOkiPBYPs.jpg?width=2400&height=1254
Socket,Developer-first security platform.,https://startups.gallery/companies/socket,https://framerusercontent.com/images/p6IFrZQbR3TEmk5MAGrMh4nn2Y.jpg?width=1000&height=500
Flatfile,Smart APIs for file-based data import.,https://startups.gallery/companies/flatfile,https://framerusercontent.com/images/a9mj00Fxw4EYpAvwOT1seCHEE0.png?width=2400&height=1254
Loop,Turn refunds into exchanges.,https://startups.gallery/companies/loop-returns,https://framerusercontent.com/images/P4htgQnPbOjy85h0NwOjzn6qJM.webp?width=1200&height=630
Pitch,Presentation software for modern teams.,https://startups.gallery/companies/pitch,https://framerusercontent.com/images/WbQSHz87s9k70ZcRClq2nXyzVOI.webp?width=1200&height=630
Mutiny,Personalized B2B marketing platform.,https://startups.gallery/companies/mutiny,https://framerusercontent.com/images/eewVyYOUcBh7TN9nySZnvxhrU.jpg?width=1278&height=669
Chili Piper,Meeting automation platform.,https://startups.gallery/companies/chili-piper,https://framerusercontent.com/images/UGQovwlV8AWNCrB7Wok0HizI.jpg?width=1200&height=630
