Company_Name,Description,Website,Logo_URL
Koi,Secure anything with an install button.,https://startups.gallery/companies/koi-security,https://framerusercontent.com/images/cHsocM8TtkiTD9s2QnBY49Mj3Q0.png?width=1200&height=630
Claim,Get paid to eat and shop.,https://startups.gallery/companies/claim,https://framerusercontent.com/images/bzg804WRUu3XzNNz8lewum1i3A.png?width=2400&height=1260
Born,AI friendship.,https://startups.gallery/companies/born,https://framerusercontent.com/images/HNn3tl6KZn12y0Li2WhcAvwoiuo.jpeg?width=1200&height=675
Symbiotic,Universal staking platform.,https://startups.gallery/companies/symbiotic,https://framerusercontent.com/images/UHkjTejWp18YTqpfLsCtYKzGCew.png?width=1125&height=557
Kite,The base layer for the agentic web.,https://startups.gallery/companies/kite-ai,https://framerusercontent.com/images/lJ6HwbL977me9s3L2E7r7l4KHO8.png?width=646&height=338
Teton,Advanced patient monitoring.,https://startups.gallery/companies/teton,https://framerusercontent.com/images/mEwEEkbam8iyqjVPEiF7Z7TqMxA.webp?width=1969&height=1104
Euclid,Accelerating renewable energy projects.,https://startups.gallery/companies/euclid,https://framerusercontent.com/images/nTyifrqVU7TOtGCC05QYxKViqAI.png?width=1200&height=630
Buena,Property management platform.,https://startups.gallery/companies/buena,https://framerusercontent.com/images/CtoZAHwgUEJDKCjPOMsyYmldUFg.jpeg?width=1920&height=1080
Superpower,The most advanced platform to optimize your health.,https://startups.gallery/companies/superpower,https://framerusercontent.com/images/Mj9EbvVqqbPnI6HczS8TooxQYQ.jpeg?width=1024&height=683
Ellipsis Labs,Building modern crypto finance.,https://startups.gallery/companies/ellipsis-labs,https://framerusercontent.com/images/Jwa9FhX2c3fDnP9bCLYqFVyg4go.png?width=1500&height=500
Senra Systems,Supercharging electrical wire harness manufacturing.,https://startups.gallery/companies/senra-systems,https://framerusercontent.com/images/zm3FEdEvrYUkV63oPrKeYwYxI.png?width=1600&height=900
Inflection AI,Enterprise AI that works for you.,https://startups.gallery/companies/inflection-ai,https://framerusercontent.com/images/dELlwRcDEwEiERVeZehp3U2p7o4.png?width=1200&height=630
Augment,AI teammate for logistics.,https://startups.gallery/companies/augment,https://framerusercontent.com/images/6me2eO6S1G1iVDII6RjxndGXU7M.png?width=1108&height=790
Orchard,The AI farming company.,https://startups.gallery/companies/orchard,https://framerusercontent.com/images/fKUKVI6BoJmVnuMZgVEHt09tKc.png?width=1280&height=896
Aetherflux,Space solar power.,https://startups.gallery/companies/aetherflux,https://framerusercontent.com/images/sUxH93FGIFImiEw6FaHtjGO1Qsk.jpeg?width=1500&height=500
Eyebot,Helping people see the world more clearly.,https://startups.gallery/companies/eyebot,https://framerusercontent.com/images/N1uAzv5UBIAstrdzgLXFEynGrU.png?width=1280&height=720
Kingdom Supercultures,Natural functional ingredients that actually work.,https://startups.gallery/companies/kingdom-supercultures,https://framerusercontent.com/images/j6O9JUFuKohZS7fweUcrfCg4VU.png?width=1080&height=1080
Antares,Nuclear microreactors.,https://startups.gallery/companies/antares,https://framerusercontent.com/images/wKzPYR6qXWhK0vgC81FNVZrdiY.png?width=3840&height=2880
Enode,"One integration, 1000+ energy devices.",https://startups.gallery/companies/enode,https://framerusercontent.com/images/Nlit0kxbeeePtTM7dgsHgTKpqo.png?width=3600&height=1890
Pacific Fusion,Nuclear fusion-based energy.,https://startups.gallery/companies/pacific-fusion,https://framerusercontent.com/images/bwDW3U8Iud7oyhASDMcTY2iXNc.webp?width=1199&height=627
Hook,AI agents to scale CS.,https://startups.gallery/companies/hook,https://framerusercontent.com/images/xM1RIV6Ep0Zfekz2x4G6tS5Us6I.png?width=1200&height=630
Female Invest,Closing the financial gender gap.,https://startups.gallery/companies/female-invest,https://framerusercontent.com/images/yCgwTvfCp8d9ItYVyDTMxAERiFE.jpg?width=1440&height=1024
The Nuclear Company,America’s deployment platform for nuclear power.,https://startups.gallery/companies/the-nuclear-company,https://framerusercontent.com/images/cFUI6RGzclGOdHyWuzFI3BZqyNA.png?width=4000&height=2250
Upwind,Cloud security happens at runtime.,https://startups.gallery/companies/upwind,https://framerusercontent.com/images/IShmBO0uu050rsFYMk4kpK90.webp?width=2048&height=512
Conversion,AI-native marketing automation.,https://startups.gallery/companies/conversion,https://framerusercontent.com/images/hYO5Sy5J7B6OSAAu1QDzIqmPGJI.jpeg?width=1500&height=500
Playbook,Cloud storage for creatives.,https://startups.gallery/companies/playbook,https://framerusercontent.com/images/re2co6sFLVo6TkraPjdT8TXOn8.png?width=1200&height=900
Leland,Marketplace for coaching sessions.,https://startups.gallery/companies/leland,https://framerusercontent.com/images/c1aOHx7Wrkxc8r3nkOeHO8518.png?width=1200&height=630
TinyFish,World’s most deployed enterprise web agent.,https://startups.gallery/companies/tinyfish,https://framerusercontent.com/images/N3wSyInhUaokh6sqhr9AKQTa2rI.webp?width=1400&height=933
Doss,Adaptive ERP and data platform.,https://startups.gallery/companies/doss,https://framerusercontent.com/images/L6EsLaH2Z2F5xRgM6bpnbm0y7oI.jpg?width=1200&height=630
Odyssey,Building superimagination.,https://startups.gallery/companies/odyssey,https://framerusercontent.com/images/wMFPGO2E1vOxbbNongr9H0pm0.jpg?width=1800&height=1080
Nuvo,Make trade credit your competitive advantage.,https://startups.gallery/companies/nuvo,https://framerusercontent.com/images/jEXvZadISrtMxhPt6OJ2KpvIA.jpg?width=2880&height=1568
Footprint,Frictionless KYC + KYB.,https://startups.gallery/companies/footprint,https://framerusercontent.com/images/8KHhboYYYNRM0QeqFwtJ7HMk4.jpeg?width=1500&height=500
Griffin,Banking-as-a-service platform.,https://startups.gallery/companies/griffin,https://framerusercontent.com/images/VSoHxChqSaPlWp7BSINSy4Z7PRw.jpg?width=2400&height=1240
Cline,Open source AI coding.,https://startups.gallery/companies/cline,https://framerusercontent.com/images/qN5YA0JCuNtWQZkSQE4X8nnXM.jpg?width=1400&height=788
Fortuna Health,Helping consumers navigate Medicaid.,https://startups.gallery/companies/fortuna-health,https://framerusercontent.com/images/PhvWbF2r1UYzFXonRSto48d1048.jpg?width=800&height=420
Alix,Wealth transfer platform.,https://startups.gallery/companies/alix,https://framerusercontent.com/images/sS3AOB4PYcfJ6YMEvVszcjKFJys.jpg?width=1280&height=720
Sola,"AI-native, agentic process automation.",https://startups.gallery/companies/sola-ai,https://framerusercontent.com/images/SJRBRuwg6vJqddFc3KtvsLMo9mE.png?width=2000&height=1176
Runway,Financial modeling software.,https://startups.gallery/companies/runway,https://framerusercontent.com/images/rN591dKaNAeZRtnkzXvDUCMDW1I.webp?width=1200&height=630
Composio,The skill layer of AI.,https://startups.gallery/companies/composio,https://framerusercontent.com/images/EoRX5OP5f3GSJ7upbXZxWy8.jpeg?width=1200&height=630
Mangrove,Unlimited liquidity for DeFi.,https://startups.gallery/companies/mangrove-dao,https://framerusercontent.com/images/Rc2dsS115GChsA8yOXyQACXs.jpg?width=1200&height=630
Lorikeet,AI-powered customer support platform.,https://startups.gallery/companies/lorikeet,https://framerusercontent.com/images/NCrFxo2RIeVI6ipNZ6Qab17y9E.png?width=1200&height=630
Lightsource,Supply chain management platform.,https://startups.gallery/companies/lightsource,https://framerusercontent.com/images/eqH2yGGPcSByrAI4zz70Kh7aIZY.jpg?width=1280&height=720
Redo,Everything your ecom business needs.,https://startups.gallery/companies/redo,https://framerusercontent.com/images/vnHDgVcBZBzZHoctqAx9n378pA.png?width=2400&height=1260
Backflip AI,3D AI for the physical world.,https://startups.gallery/companies/backflip-ai,https://framerusercontent.com/images/VWP1aK1vGiCwYPWQsqXHLQyxz34.png?width=1366&height=734
Ivo,The leader in AI contract review.,https://startups.gallery/companies/ivo,https://framerusercontent.com/images/HOUu5sJRSL0mTnqiX065FGgc8.png?width=1200&height=630
Solve Intelligence,AI for patents.,https://startups.gallery/companies/solve-intelligence,https://framerusercontent.com/images/CTv7wX9ZCiRFtkB96M1BG8zUz8.jpeg?width=1500&height=500
Power,Connecting patients with clinical trials.,https://startups.gallery/companies/power,https://framerusercontent.com/images/yzHNZBsAC2evkXmLTPGUB0FHNpw.jpeg?width=1366&height=717
Salient,AI servicing for auto lenders.,https://startups.gallery/companies/salient,https://framerusercontent.com/images/WjzQnB6SRLM4PqU0gAQ5TAD6l4.jpeg?width=318&height=159
Armada,Full-stack edge computing platform.,https://startups.gallery/companies/armada,https://framerusercontent.com/images/GIjXD0KkNIckcojYrt58tRg8SPE.png?width=800&height=481
Latent Labs,Making biology programmable.,https://startups.gallery/companies/latent-labs,https://framerusercontent.com/images/R7lro9DFSc1CkRptU7DHRQMTHus.jpg?width=2400&height=1510
Basis,AI agents built specifically for accountants.,https://startups.gallery/companies/basis,https://framerusercontent.com/images/8EMmt3YG3Jz2BZTewqEDHqmBV4Q.png?width=1142&height=586
Momentum,Sales insights platform for GTM teams.,https://startups.gallery/companies/momentum,https://framerusercontent.com/images/6sDrfpBglx1Ae4Z3nBIYJNBssHU.jpg?width=640&height=336
Deepnote,The AI-powered data workspace.,https://startups.gallery/companies/deepnote,https://framerusercontent.com/images/GO8zc45dICGkTixifL7EGykx20M.png?width=1280&height=720
Fireflies,ChatGPT for meetings.,https://startups.gallery/companies/fireflies,https://framerusercontent.com/images/tYSAbAyLZKDuvRrr5Gec0LQQ28E.png?width=1280&height=720
Peach,API-first loan management platform.,https://startups.gallery/companies/peach,https://framerusercontent.com/images/9GmBtOftGcrQKJGPbYE3qyR5u6o.png?width=2400&height=1256
Pendulum,Intelligent supply chain planning.,https://startups.gallery/companies/pendulum,https://framerusercontent.com/images/CtENjb5hCD6upsDIbFJRCOksO8.jpg?width=1200&height=630
Moonvalley,The imagination research company.,https://startups.gallery/companies/moonvalley,https://framerusercontent.com/images/Ig37EUbAl2HFWWFfsy9PM6MVk.png?width=1200&height=630
Liquid AI,Efficient general-purpose AI at every scale.,https://startups.gallery/companies/liquid-ai,https://framerusercontent.com/images/UzwlkBJuKHhk2NZYN66H2kob2rI.png?width=2400&height=1260
Grain,AI-powered meeting recording tool.,https://startups.gallery/companies/grain,https://framerusercontent.com/images/IhqKREcxdaPAunXwYCqfo9f0.png?width=2400&height=1254
Jam,1-click bug reports devs love.,https://startups.gallery/companies/jam,https://framerusercontent.com/images/JtBqbHD53PppjYCqGKxikJVuS28.png?width=1920&height=1080
Rutter,Connecting the world's business data.,https://startups.gallery/companies/rutter,https://framerusercontent.com/images/obxTWLFGpf6CfV1p3L2IOuLHHw.webp?width=1200&height=630
Whop,The most addicting mall on the internet.,https://startups.gallery/companies/whop,https://framerusercontent.com/images/BXYQltsH3LcwRyWLbdgxEfD3c.jpeg?width=1500&height=500
autone,Inventory management with impact.,https://startups.gallery/companies/autone,https://framerusercontent.com/images/kvVtt5TP3JxR39WIIKhAuY6YjVo.jpeg?width=934&height=488
Dotwork,Next-gen ops platform for the AI era.,https://startups.gallery/companies/dotwork,https://framerusercontent.com/images/XxyfQpKe8xpJp4UFoOVnj5Bssw.jpeg?width=1500&height=500
V7,The data engine for computer vision.,https://startups.gallery/companies/v7,https://framerusercontent.com/images/HLTc5P8HIGRjQ0524PjpbFhqY.jpg?width=2400&height=1260
TigerEye,Modern BI for go-to-market.,https://startups.gallery/companies/tigereye,https://framerusercontent.com/images/gJBIEO9bfaZFhrub5tZLQ4Xb1sc.jpeg?width=1500&height=500
Palmstreet,Live shopping for rare plants.,https://startups.gallery/companies/palmstreet,https://framerusercontent.com/images/HlnoFHRIfUmOxuCWPdgLflYtLLU.webp?width=1520&height=1520
Fern,Instant docs and SDKs for your API.,https://startups.gallery/companies/fern-sdk,https://framerusercontent.com/images/rWEHAkerDiT8J8Rumn7UNR3AMQ.png?width=1200&height=630
Formance,Open source financial infrastructure.,https://startups.gallery/companies/formance,https://framerusercontent.com/images/a6r27L05SY90P0ga4xy48A29bp8.jpeg?width=5760&height=3240
Vacation,Leisure-enhancing sunscreen.,https://startups.gallery/companies/vacation-inc,https://framerusercontent.com/images/2RAkLnDKjbuvmkBH7ODIVNg8wI.jpg?width=1201&height=630
Please,AI-powered personal assistants.,https://startups.gallery/companies/please-ai,https://framerusercontent.com/images/S775wEIchISO6R3QwsrD5yit5M.png?width=2230&height=1276
Vapi,Enterprise-ready Voice AI agents.,https://startups.gallery/companies/vapi,https://framerusercontent.com/images/ZELmmFiy0IextoEHIrzazJJ0mIQ.png?width=1920&height=1080
SeriesAI,GenAI video game engine.,https://startups.gallery/companies/seriesai,https://framerusercontent.com/images/RGzWwL8rGkIkbCIqUkx0d7ogwTQ.png?width=1200&height=755
Adaptive Security,Next-gen security training and simulations,https://startups.gallery/companies/adaptive-security,https://framerusercontent.com/images/5c8t1uZZWbioMLEKuTtgpOdc.jpeg?width=1500&height=500
Jasper,Create marketing content with AI.,https://startups.gallery/companies/jasper,https://framerusercontent.com/images/e7z4zFViqBwvRvmYJDKdC6Oa9o.webp?width=1200&height=630
Activeloop,Enterprise AI search.,https://startups.gallery/companies/activeloop,https://framerusercontent.com/images/8UBxqCgWHoNvkDpt1EEVAhoQsI.jpg?width=1200&height=630
Thread AI,Mission critical AI infrastructure.,https://startups.gallery/companies/thread-ai,https://framerusercontent.com/images/1nWFJ2mNKVILahbklrOCFOaDyTs.png?width=1600&height=900
Apheris,"Governed, private, secure data access for ML and analytics.",https://startups.gallery/companies/apheris,https://framerusercontent.com/images/GV3f8uQd020o6Wb7o0FhuwKiM0s.jpg?width=1200&height=627
Rally,Research operations platform.,https://startups.gallery/companies/rally,https://framerusercontent.com/images/w0IPwcVtimekzmeMcnorjCnCS4.jpg?width=1920&height=1080
Vesta,The future of mortgage infrastructure.,https://startups.gallery/companies/vesta,https://framerusercontent.com/images/aEBlNCF5mmEwlVZhJRAyuvaShmQ.png?width=1242&height=313
Chalk,The data platform for inference,https://startups.gallery/companies/chalk-ai,https://framerusercontent.com/images/HcNGr1Bg5bnqMypqjIdBmb7NlM.png?width=1200&height=630
Superblocks,Programmable internal tooling platform for developers.,https://startups.gallery/companies/superblocks,https://framerusercontent.com/images/ejeSHjwxiYhosL1A8gDtPVfVsE.jpg?width=1200&height=720
Vectara,GenAI platform for enterprises.,https://startups.gallery/companies/vectara,https://framerusercontent.com/images/nZp1iUNOAYt7wl3nxjcZ7sOHKw.jpg?width=1200&height=630
Distributional,Deploy AI with confidence.,https://startups.gallery/companies/distributional,https://framerusercontent.com/images/CWMfsypOZdVn2SMGq4O3LQUuM.jpg?width=1200&height=630
Marqo,"Smarter search, higher conversion.",https://startups.gallery/companies/marqo,https://framerusercontent.com/images/tmAa4xIjBEpGd4zZx6t44P5Mz0.png?width=1280&height=720
Lavender,AI-powered emails for sales teams.,https://startups.gallery/companies/lavender,https://framerusercontent.com/images/jszd0TFVBIiA8fu0NSaN55VUjFU.jpg?width=1200&height=630
SuperHi,Flexible online courses for creative people.,https://startups.gallery/companies/superhi,https://framerusercontent.com/images/GFoing4IamVxnkKy0PHdU8zZ9o.png?width=1920&height=1080
Slite,AI-powered knowledge base.,https://startups.gallery/companies/slite,https://framerusercontent.com/images/FPgCwYVIPxzTmyeJfL1XHsO7iKM.jpg?width=2400&height=1254
Ravio,Bring confidence to compensation.,https://startups.gallery/companies/ravio,https://framerusercontent.com/images/2KBqUG4jWtymKTQVCArwbApD558.png?width=1200&height=627
Particle,AI-based news reader.,https://startups.gallery/companies/particle,https://framerusercontent.com/images/vrpksl1yIJcWgP2l2DzkDtcBsE.webp?width=800&height=450
StackOne,Ship hundreds of integrations in days.,https://startups.gallery/companies/stackone,https://framerusercontent.com/images/g1j6QntRxSj8ELGJphzN3WFeEo.png?width=1200&height=630
Cinder,Trust and safety operations platform.,https://startups.gallery/companies/cinder,https://framerusercontent.com/images/rckdMRIMrgunDpbdckwqb6yf6Co.png?width=718&height=400
Sennos,AI for fluidics and fermentation.,https://startups.gallery/companies/sennos,https://framerusercontent.com/images/Yx7vJyHzsC1ZL12obLJfptCVjoQ.jpeg?width=800&height=533
Every,All-in-one back office built for founders.,https://startups.gallery/companies/every,https://framerusercontent.com/images/3TlVqjigMfn9H1nuPXkLlW7kFMU.jpg?width=2400&height=1350
Jump AI,AI notetaking for wealth advisors.,https://startups.gallery/companies/jump-ai,https://framerusercontent.com/images/zSd9AA7T2jZSUdnkiN90YhzTSw.png?width=1200&height=630
Capsule,Video editor for work.,https://startups.gallery/companies/capsule-video,https://framerusercontent.com/images/ztbz42bhkYv3a5f42IMEkBnhEYU.png?width=1200&height=630
Cloaked,Protect your data by generating unlimited identities.,https://startups.gallery/companies/cloaked,https://framerusercontent.com/images/RLjfAmzdxlLaDEd44iYVvYvQx4.jpeg?width=1500&height=500
Roam,Making home ownership 2x more affordable.,https://startups.gallery/companies/withroam,https://framerusercontent.com/images/DyOvbgWaWN07XeIvz6J4aUOrI.png?width=1017&height=510
Brightwave,AI-powered financial assistant.,https://startups.gallery/companies/brightwave,https://framerusercontent.com/images/0Gmb3REoemJ1x24E7ILap3JucxI.png?width=2400&height=1260
Carry,Helping business owners build wealth.,https://startups.gallery/companies/carry,https://framerusercontent.com/images/nurqrk41ScDnvXGKf6UvPTg5s.jpg?width=1200&height=627
Playground,A superhuman AI graphic designer.,https://startups.gallery/companies/playground,https://framerusercontent.com/images/PbxTGEz2GWI8OUFvoesb9IQes.png?width=1200&height=630
Marco,Tech-enabled financing platform for LatAm SMEs.,https://startups.gallery/companies/marco,https://framerusercontent.com/images/pK7lKaA4UOQ2slINTy4nTyVGUQ.jpg?width=1984&height=1041
Attention,Enterprise-grade AI for sales teams.,https://startups.gallery/companies/attention,https://framerusercontent.com/images/FcUNEpuO2zWNuRxLoyRWToZ4b5Q.jpg?width=1200&height=630
nsave,Your trusted $ € £ account abroad.,https://startups.gallery/companies/nsave,https://framerusercontent.com/images/QyvjPar29RC17589avTjO9L6Vlg.jpg?width=2434&height=1278
Convex,Backend-as-a-service platform.,https://startups.gallery/companies/convex,https://framerusercontent.com/images/WUAPhrS8IpTrgvwfD4EpnFlul7U.png?width=1200&height=630
Qdrant,Open source vector database.,https://startups.gallery/companies/qdrant,https://framerusercontent.com/images/riSSHiNlT78z01YBSEWE7voAc.png?width=1280&height=640
Circle,All-in-one community platform for creators.,https://startups.gallery/companies/circle,https://framerusercontent.com/images/MP0G72bZaNG12esYVBjW2lljRzQ.jpeg?width=800&height=420
Adaptive,Automating finance for builders.,https://startups.gallery/companies/adaptive,https://framerusercontent.com/images/eHEKF4k2aMjyRDuIjQMGeN69Zo.png?width=2400&height=1260
Vantage,A cloud cost observability platform.,https://startups.gallery/companies/vantage,https://framerusercontent.com/images/TyZUYPa8pPScCZR7ex4YMOhvY.png?width=1905&height=1140
New Lantern,Automation radiolog-related tasks with AI.,https://startups.gallery/companies/new-lantern,https://framerusercontent.com/images/aasM1ajW2nKSwzJN5DexLEgHS0E.png?width=750&height=519
Alloy Automation,Embedded iPaaS platform for product teams.,https://startups.gallery/companies/alloy-automation,https://framerusercontent.com/images/X8C24xQq1RPE0g0ghfTroDVJv2g.png?width=1200&height=630
RemoFirst,Hiring platform for remote workers.,https://startups.gallery/companies/remofirst,https://framerusercontent.com/images/eFmaYHA2WNuYCUEMcsDNkFfxCcs.webp?width=2400&height=1260
BRM,AI-powered vendor management platform.,https://startups.gallery/companies/brm,https://framerusercontent.com/images/c7egJZVeH10W1TbRYhubhSJgyK0.svg?width=900&height=472
Bunch,Investment management platform.,https://startups.gallery/companies/bunch,https://framerusercontent.com/images/dEWnH8J654mXGuK9bbPJvtSW8lE.jpg?width=1200&height=630
Seen Health,Healthcare services for advanced age.,https://startups.gallery/companies/seen-health,https://framerusercontent.com/images/gIBxoFJsEILKnCVe5aKWTyyqrA.webp?width=1200&height=630
Xano,Scalable no-code backend for apps.,https://startups.gallery/companies/xano,https://framerusercontent.com/images/qEiUOcB7sRSjVvVF3hi4HRtZWU.png?width=1200&height=630
Gumloop,Automate any workflow with AI.,https://startups.gallery/companies/gumloop,https://framerusercontent.com/images/3W9ObOYLKJqoCe3InEYZC7OyzGw.png?width=1200&height=630
Sybill,AI-powered GTM workflow assistant.,https://startups.gallery/companies/sybill,https://framerusercontent.com/images/XYtl6T9D4yMRRc7vtQgXdrhHtY8.png?width=1920&height=1080
MoonPay,Buy and sell crypto.,https://startups.gallery/companies/moonpay,https://framerusercontent.com/images/gALoDnsgRf4AiZUEqzj6uS0DJbY.jpg?width=1200&height=630
PermitFlow,Permitting software for builders and owners.,https://startups.gallery/companies/permitflow,https://framerusercontent.com/images/GXVpsGfaTN2NV8DQXUxrCFVRJMo.jpg?width=1200&height=744
Tana,AI-powered knowledge graph for work.,https://startups.gallery/companies/tana,https://framerusercontent.com/images/g3boGgiNl2v66xb2C7yGtlWcVsI.jpeg?width=1200&height=675
Suger,End-to-end rev engine for cloud marketplaces.,https://startups.gallery/companies/suger,https://framerusercontent.com/images/E0ODGmaywUZ241ywG3Oo2GBBT7w.png?width=1494&height=832
Tofu,B2B marketing on autopilot.,https://startups.gallery/companies/tofu,https://framerusercontent.com/images/8O9urshUzbNKL9AgkRkfVGLaM.jpg?width=1200&height=627
Venn,Redefining Canadian business banking.,https://startups.gallery/companies/venn,https://framerusercontent.com/images/XrwkSRXEFcsd5V90sXru9qEXKQ.png?width=2064&height=1808
Paragon,Embedded integration platform for SaaS.,https://startups.gallery/companies/paragon,https://framerusercontent.com/images/soLBH5W979PO62Y5tsJ7uigdks.png?width=1200&height=630
Podcastle,Podcasting made simple.,https://startups.gallery/companies/podcastle,https://framerusercontent.com/images/RT8n0u2Bgtj01TL0DVqxaGWNpbo.jpg?width=1200&height=630
Stainless,Generate best-in-class SDKs.,https://startups.gallery/companies/stainless,https://framerusercontent.com/images/4HhU1U0Hamg7WSAiHFRQqZZXOw0.jpg?width=1200&height=630
Rootly,The only multi-cloud on-call solution.,https://startups.gallery/companies/rootly,https://framerusercontent.com/images/Xqu2B2ve6gFMNX7sK2XgpEGS6Fk.png?width=1920&height=1080
FlutterFlow,Build beautiful applications with ease.,https://startups.gallery/companies/flutterflow,https://framerusercontent.com/images/HRdQJiuzTK4wHuaj8kt1d9p5n4.png?width=1200&height=630
Firsthand,AI-powered brand agents.,https://startups.gallery/companies/firsthand,https://framerusercontent.com/images/Gr09tdVeSb6tGew9f6dkt5Rxbw.webp?width=2400&height=1256
doinstruct,Compliance platform for frontline workers.,https://startups.gallery/companies/doinstruct,https://framerusercontent.com/images/ZzEbbJ9w04mieSTW0Y23m6rc.jpg?width=1200&height=630
Lago,Open source billing platform.,https://startups.gallery/companies/lago,https://framerusercontent.com/images/22Ygi28ouDlpxo09Fw1DhI3eJ5E.jpg?width=2400&height=1260
Rive,Create real-time interactive animations.,https://startups.gallery/companies/rive,https://framerusercontent.com/images/nSrQp35s6tFqVgWDkJZaAHXQTM.jpeg?width=1200&height=630
Planhat,Next-gen customer platform.,https://startups.gallery/companies/planhat,https://framerusercontent.com/images/Og24n7e9XVl3vwditAepnVVHiVg.jpeg?width=1200&height=630
Levels,Unlock your metabolic health.,https://startups.gallery/companies/levels,https://framerusercontent.com/images/eCJCyz7GQVzOeDNsSUei8ZC9R18.jpg?width=2000&height=1400
Puzzle,Modern accounting software.,https://startups.gallery/companies/puzzle,https://framerusercontent.com/images/CLFAMbb3Jm7ybNYnD8wkxYejV0.png?width=1270&height=760
Anima,Next-gen care enablement platform.,https://startups.gallery/companies/anima,https://framerusercontent.com/images/zDMo78tP2tPlDAYHbIoaccqsN0Y.png?width=2400&height=1260
iyo,Building AI audio computers.,https://startups.gallery/companies/iyo,https://framerusercontent.com/images/MkCLdrQeiU8i8E2Q2RdaJujaGA.png?width=2400&height=1260
Collective,All-in-one financial platform for solopreneurs.,https://startups.gallery/companies/collective,https://framerusercontent.com/images/JlsAMUvuBeAneYQPyEH9Zbqrqg.webp?width=492&height=362
Fractional,Fractional home co-ownership platform.,https://startups.gallery/companies/fractional,https://framerusercontent.com/images/M5hraXiBiXda255gbCIdkPsWJuM.webp?width=1920&height=1080
Daffy,A smarter way to give.,https://startups.gallery/companies/daffy,https://framerusercontent.com/images/GRXmpcksaqPaBVF71EXgPbNNfHU.jpg?width=2400&height=1256
Worksome,Hire and manage independent talent at scale.,https://startups.gallery/companies/worksome,https://framerusercontent.com/images/WPrZ5FW3Bi3CS1kN8uGMFyjzeeM.png?width=1080&height=602
Welcome to the Jungle,The better way to find a job in tech.,https://startups.gallery/companies/otta,https://framerusercontent.com/images/KuT332koBb4wd3ND3LSwh9i5PI.png?width=3600&height=1890
Dovetail,User research for modern teams.,https://startups.gallery/companies/dovetail,https://framerusercontent.com/images/o60gHMAq9X04xHps19jDD0bHy8.png?width=1200&height=600
Noetica,Making sense of complex financial docs.,https://startups.gallery/companies/noetica,https://framerusercontent.com/images/YqjX1Uphxx9IvaSqZCpU4c85KO0.jpg?width=2400&height=1256
Bridge,Stablecoin API for developers,https://startups.gallery/companies/bridge,https://framerusercontent.com/images/VeP5cwyia47GiFwjjgp1zgBgGY.png?width=1525&height=862
Luzmo,Embedded analytics platform.,https://startups.gallery/companies/luzmo,https://framerusercontent.com/images/AIb3bnQcnWHiYkpZYiUWD5dYjI.png?width=1200&height=628
Boxo,Turn apps into Super Apps.,https://startups.gallery/companies/boxo,https://framerusercontent.com/images/yVal4dUXC7DzjlMNHufu5WE7u0.jpeg?width=640&height=336
Defacto,B2B lending platform.,https://startups.gallery/companies/defacto,https://framerusercontent.com/images/2pO4n7d6DIM1TaFuc9zyofuE0.jpg?width=1200&height=630
Ngrok,Unified ingress platform for developers.,https://startups.gallery/companies/ngrok,https://framerusercontent.com/images/br3FoA7JxnPa95sRFsK20BxVVs.png?width=2400&height=1256
Roam,Virtual office platform for remote teams.,https://startups.gallery/companies/roam,https://framerusercontent.com/images/aYomvj3syMishAVSZHNd7RNUc.png?width=1200&height=627
